sent_id	sentence	entity	uri
493	Allah tidak lengah terhadap apa yang kamu kerjakan .	Allah	http://www.wikidata.org/entity/Q2095353
2328	"Mereka yang mendustakan Syuʻaib itulah orang-orang yang rugi . ( Ketika Syuʻaib yakin azab akan menimpa kaum kafir  ) ia meninggalkan mereka seraya berkata  "" Wahai kaumku  sungguh aku benar-benar telah menyampaikan risalah Tuhanku kepadamu dan aku telah menasihatimu ."	Syuʻaib	http://www.wikidata.org/entity/Q982867
2328	"Mereka yang mendustakan Syuʻaib itulah orang-orang yang rugi . ( Ketika Syuʻaib yakin azab akan menimpa kaum kafir  ) ia meninggalkan mereka seraya berkata  "" Wahai kaumku  sungguh aku benar-benar telah menyampaikan risalah Tuhanku kepadamu dan aku telah menasihatimu ."	Syuʻaib	http://www.wikidata.org/entity/Q982867
1839	"Pasti akan engkau dapati pula orang yang paling dekat persahabatannya dengan orang-orang yang beriman  yaitu orang-orang yang berkata  "" Sesungguhnya kami adalah orang Nasrani . "" Hal itu karena di antara mereka terdapat para pendeta dan rahib  juga karena mereka tidak menyombongkan diri ."	orang Nasrani	http://www.wikidata.org/entity/Q106039
1400	Cukuplah Allah Yang Maha Mengetahui .	Allah Yang Maha Mengetahui	http://www.wikidata.org/entity/Q2095353
1705	Ketika keduanya mempersembahkan kurban  kemudian diterima dari salah satunya ( Habil ) dan tidak diterima dari yang lain ( Qabil ) .	Habil	http://www.wikidata.org/entity/Q40326836
1705	Ketika keduanya mempersembahkan kurban  kemudian diterima dari salah satunya ( Habil ) dan tidak diterima dari yang lain ( Qabil ) .	Qabil	http://www.wikidata.org/entity/Q40326813
472	Sesungguhnya Allah benar-benar Maha Pengasih lagi Maha Penyayang kepada manusia .	Allah	http://www.wikidata.org/entity/Q2095353
1895	"Siapa yang kufur di antaramu setelah ( turun hidangan ) itu  sesungguhnya Aku akan mengazabnya dengan azab yang tidak pernah Aku timpakan kepada seorang pun di antara ( manusia ) seluruh alam . "" ( Ingatlah ) ketika Allah berfirman  "" Wahai Isa putra Maryam  apakah engkau mengatakan kepada orang-orang  ' Jadikanlah aku dan ibuku sebagai dua tuhan selain Allah ? '"	Allah	http://www.wikidata.org/entity/Q2095353
1895	"Siapa yang kufur di antaramu setelah ( turun hidangan ) itu  sesungguhnya Aku akan mengazabnya dengan azab yang tidak pernah Aku timpakan kepada seorang pun di antara ( manusia ) seluruh alam . "" ( Ingatlah ) ketika Allah berfirman  "" Wahai Isa putra Maryam  apakah engkau mengatakan kepada orang-orang  ' Jadikanlah aku dan ibuku sebagai dua tuhan selain Allah ? '"	Isa putra Maryam	http://www.wikidata.org/entity/Q51664
1895	"Siapa yang kufur di antaramu setelah ( turun hidangan ) itu  sesungguhnya Aku akan mengazabnya dengan azab yang tidak pernah Aku timpakan kepada seorang pun di antara ( manusia ) seluruh alam . "" ( Ingatlah ) ketika Allah berfirman  "" Wahai Isa putra Maryam  apakah engkau mengatakan kepada orang-orang  ' Jadikanlah aku dan ibuku sebagai dua tuhan selain Allah ? '"	Allah	http://www.wikidata.org/entity/Q2095353
591	Bertakwalah kepada Allah dan ketahuilah bahwa Allah bersama orang-orang yang bertakwa .	Allah	http://www.wikidata.org/entity/Q2095353
591	Bertakwalah kepada Allah dan ketahuilah bahwa Allah bersama orang-orang yang bertakwa .	Allah	http://www.wikidata.org/entity/Q2095353
1488	Sesungguhnya Kami telah menurunkan Kitab ( Al-Qur'an ) kepadamu ( Nabi Muhammad ) dengan hak agar kamu memutuskan ( perkara ) di antara manusia dengan apa yang telah Allah ajarkan kepadamu .	Al-Qur'an	http://www.wikidata.org/entity/Q428
1488	Sesungguhnya Kami telah menurunkan Kitab ( Al-Qur'an ) kepadamu ( Nabi Muhammad ) dengan hak agar kamu memutuskan ( perkara ) di antara manusia dengan apa yang telah Allah ajarkan kepadamu .	Muhammad	http://www.wikidata.org/entity/Q9458
1488	Sesungguhnya Kami telah menurunkan Kitab ( Al-Qur'an ) kepadamu ( Nabi Muhammad ) dengan hak agar kamu memutuskan ( perkara ) di antara manusia dengan apa yang telah Allah ajarkan kepadamu .	Allah	http://www.wikidata.org/entity/Q2095353
442	"( Ingatlah ) ketika Ibrahim berdoa  "" Ya Tuhanku  jadikanlah ( negeri Makkah ) ini negeri yang aman dan berilah rezeki berupa buah-buahan ( hasil tanaman  tumbuhan yang bisa dimakan ) kepada penduduknya  yaitu orang yang beriman di antara mereka kepada Allah dan hari Akhir . "" Dia ( Allah ) berfirman  "" Siapa yang kufur akan Aku beri kesenangan sementara  kemudian akan Aku paksa dia ke dalam azab neraka . Itulah seburuk-buruk tempat kembali . "" ( Ingatlah ) ketika Ibrahim meninggikan fondasi Baitullah bersama Ismail ( seraya berdoa )  "" Ya Tuhan kami  terimalah ( amal ) dari kami ."	Ibrahim	http://www.wikidata.org/entity/Q1768161
442	"( Ingatlah ) ketika Ibrahim berdoa  "" Ya Tuhanku  jadikanlah ( negeri Makkah ) ini negeri yang aman dan berilah rezeki berupa buah-buahan ( hasil tanaman  tumbuhan yang bisa dimakan ) kepada penduduknya  yaitu orang yang beriman di antara mereka kepada Allah dan hari Akhir . "" Dia ( Allah ) berfirman  "" Siapa yang kufur akan Aku beri kesenangan sementara  kemudian akan Aku paksa dia ke dalam azab neraka . Itulah seburuk-buruk tempat kembali . "" ( Ingatlah ) ketika Ibrahim meninggikan fondasi Baitullah bersama Ismail ( seraya berdoa )  "" Ya Tuhan kami  terimalah ( amal ) dari kami ."	negeri Makkah	http://www.wikidata.org/entity/Q5806
442	"( Ingatlah ) ketika Ibrahim berdoa  "" Ya Tuhanku  jadikanlah ( negeri Makkah ) ini negeri yang aman dan berilah rezeki berupa buah-buahan ( hasil tanaman  tumbuhan yang bisa dimakan ) kepada penduduknya  yaitu orang yang beriman di antara mereka kepada Allah dan hari Akhir . "" Dia ( Allah ) berfirman  "" Siapa yang kufur akan Aku beri kesenangan sementara  kemudian akan Aku paksa dia ke dalam azab neraka . Itulah seburuk-buruk tempat kembali . "" ( Ingatlah ) ketika Ibrahim meninggikan fondasi Baitullah bersama Ismail ( seraya berdoa )  "" Ya Tuhan kami  terimalah ( amal ) dari kami ."	Allah	http://www.wikidata.org/entity/Q2095353
442	"( Ingatlah ) ketika Ibrahim berdoa  "" Ya Tuhanku  jadikanlah ( negeri Makkah ) ini negeri yang aman dan berilah rezeki berupa buah-buahan ( hasil tanaman  tumbuhan yang bisa dimakan ) kepada penduduknya  yaitu orang yang beriman di antara mereka kepada Allah dan hari Akhir . "" Dia ( Allah ) berfirman  "" Siapa yang kufur akan Aku beri kesenangan sementara  kemudian akan Aku paksa dia ke dalam azab neraka . Itulah seburuk-buruk tempat kembali . "" ( Ingatlah ) ketika Ibrahim meninggikan fondasi Baitullah bersama Ismail ( seraya berdoa )  "" Ya Tuhan kami  terimalah ( amal ) dari kami ."	hari Akhir	http://www.wikidata.org/entity/Q12200906
442	"( Ingatlah ) ketika Ibrahim berdoa  "" Ya Tuhanku  jadikanlah ( negeri Makkah ) ini negeri yang aman dan berilah rezeki berupa buah-buahan ( hasil tanaman  tumbuhan yang bisa dimakan ) kepada penduduknya  yaitu orang yang beriman di antara mereka kepada Allah dan hari Akhir . "" Dia ( Allah ) berfirman  "" Siapa yang kufur akan Aku beri kesenangan sementara  kemudian akan Aku paksa dia ke dalam azab neraka . Itulah seburuk-buruk tempat kembali . "" ( Ingatlah ) ketika Ibrahim meninggikan fondasi Baitullah bersama Ismail ( seraya berdoa )  "" Ya Tuhan kami  terimalah ( amal ) dari kami ."	Allah	http://www.wikidata.org/entity/Q2095353
442	"( Ingatlah ) ketika Ibrahim berdoa  "" Ya Tuhanku  jadikanlah ( negeri Makkah ) ini negeri yang aman dan berilah rezeki berupa buah-buahan ( hasil tanaman  tumbuhan yang bisa dimakan ) kepada penduduknya  yaitu orang yang beriman di antara mereka kepada Allah dan hari Akhir . "" Dia ( Allah ) berfirman  "" Siapa yang kufur akan Aku beri kesenangan sementara  kemudian akan Aku paksa dia ke dalam azab neraka . Itulah seburuk-buruk tempat kembali . "" ( Ingatlah ) ketika Ibrahim meninggikan fondasi Baitullah bersama Ismail ( seraya berdoa )  "" Ya Tuhan kami  terimalah ( amal ) dari kami ."	Ibrahim	http://www.wikidata.org/entity/Q1768161
442	"( Ingatlah ) ketika Ibrahim berdoa  "" Ya Tuhanku  jadikanlah ( negeri Makkah ) ini negeri yang aman dan berilah rezeki berupa buah-buahan ( hasil tanaman  tumbuhan yang bisa dimakan ) kepada penduduknya  yaitu orang yang beriman di antara mereka kepada Allah dan hari Akhir . "" Dia ( Allah ) berfirman  "" Siapa yang kufur akan Aku beri kesenangan sementara  kemudian akan Aku paksa dia ke dalam azab neraka . Itulah seburuk-buruk tempat kembali . "" ( Ingatlah ) ketika Ibrahim meninggikan fondasi Baitullah bersama Ismail ( seraya berdoa )  "" Ya Tuhan kami  terimalah ( amal ) dari kami ."	Baitullah	http://www.wikidata.org/entity/Q29466
442	"( Ingatlah ) ketika Ibrahim berdoa  "" Ya Tuhanku  jadikanlah ( negeri Makkah ) ini negeri yang aman dan berilah rezeki berupa buah-buahan ( hasil tanaman  tumbuhan yang bisa dimakan ) kepada penduduknya  yaitu orang yang beriman di antara mereka kepada Allah dan hari Akhir . "" Dia ( Allah ) berfirman  "" Siapa yang kufur akan Aku beri kesenangan sementara  kemudian akan Aku paksa dia ke dalam azab neraka . Itulah seburuk-buruk tempat kembali . "" ( Ingatlah ) ketika Ibrahim meninggikan fondasi Baitullah bersama Ismail ( seraya berdoa )  "" Ya Tuhan kami  terimalah ( amal ) dari kami ."	Ismail	http://www.wikidata.org/entity/Q470988
1322	Mohonlah kepada Allah sebagian dari karunia-Nya .	Allah	http://www.wikidata.org/entity/Q2095353
1437	kamu ( wahai orang mukmin ) ( terpecah ) menjadi dua golongan dalam ( menghadapi ) orang-orang munafik  padahal Allah telah mengembalikan mereka ( pada kekufuran ) karena usaha mereka sendiri ? Apakah	Allah	http://www.wikidata.org/entity/Q2095353
450	"Mereka menjawab  "" Kami akan menyembah Tuhanmu dan Tuhan nenek moyangmu : Ibrahim  Ismail  dan Ishaq  ( yaitu ) Tuhan Yang Maha Esa dan ( hanya ) kepada-Nya kami berserah diri . "" Itulah umat yang telah lalu . Baginya apa yang telah mereka usahakan dan bagimu apa yang telah kamu usahakan ."	Ibrahim	http://www.wikidata.org/entity/Q1768161
450	"Mereka menjawab  "" Kami akan menyembah Tuhanmu dan Tuhan nenek moyangmu : Ibrahim  Ismail  dan Ishaq  ( yaitu ) Tuhan Yang Maha Esa dan ( hanya ) kepada-Nya kami berserah diri . "" Itulah umat yang telah lalu . Baginya apa yang telah mereka usahakan dan bagimu apa yang telah kamu usahakan ."	Ismail	http://www.wikidata.org/entity/Q470988
450	"Mereka menjawab  "" Kami akan menyembah Tuhanmu dan Tuhan nenek moyangmu : Ibrahim  Ismail  dan Ishaq  ( yaitu ) Tuhan Yang Maha Esa dan ( hanya ) kepada-Nya kami berserah diri . "" Itulah umat yang telah lalu . Baginya apa yang telah mereka usahakan dan bagimu apa yang telah kamu usahakan ."	Ishaq	http://www.wikidata.org/entity/Q1642480
450	"Mereka menjawab  "" Kami akan menyembah Tuhanmu dan Tuhan nenek moyangmu : Ibrahim  Ismail  dan Ishaq  ( yaitu ) Tuhan Yang Maha Esa dan ( hanya ) kepada-Nya kami berserah diri . "" Itulah umat yang telah lalu . Baginya apa yang telah mereka usahakan dan bagimu apa yang telah kamu usahakan ."	Tuhan Yang Maha Esa	http://www.wikidata.org/entity/Q2095353
1600	Karena kezaliman orang-orang Yahudi  Kami mengharamkan atas mereka ( makanan-makanan ) yang baik yang ( dahulu ) pernah dihalalkan bagi mereka ; juga karena mereka sering menghalangi ( orang lain ) dari jalan Allah  melakukan riba  padahal sungguh mereka telah dilarang darinya ; dan memakan harta orang dengan cara tidak sah ( batil ) .	orang-orang Yahudi	http://www.wikidata.org/entity/Q7325
1600	Karena kezaliman orang-orang Yahudi  Kami mengharamkan atas mereka ( makanan-makanan ) yang baik yang ( dahulu ) pernah dihalalkan bagi mereka ; juga karena mereka sering menghalangi ( orang lain ) dari jalan Allah  melakukan riba  padahal sungguh mereka telah dilarang darinya ; dan memakan harta orang dengan cara tidak sah ( batil ) .	Allah	http://www.wikidata.org/entity/Q2095353
2014	"Dialah yang menciptakan langit dan bumi dengan hak ( benar ) . ( Sungguh benar ketetapan-Nya ) pada hari ( ketika ) Dia berkata  "" Jadilah ! """	bumi	http://www.wikidata.org/entity/Q2
130	"Kemudian  ketika dia merasa berat  keduanya ( suami istri ) memohon kepada Allah  Tuhan mereka  "" Sungguh  jika Engkau memberi kami anak yang saleh  pasti kami termasuk orang-orang yang bersyukur . "" Kemudian  setelah Dia memberi keduanya seorang anak yang saleh  mereka menjadikan sekutu bagi Allah dalam ( penciptaan ) anak yang telah Dia anugerahkan kepada mereka ."	Allah	http://www.wikidata.org/entity/Q2095353
130	"Kemudian  ketika dia merasa berat  keduanya ( suami istri ) memohon kepada Allah  Tuhan mereka  "" Sungguh  jika Engkau memberi kami anak yang saleh  pasti kami termasuk orang-orang yang bersyukur . "" Kemudian  setelah Dia memberi keduanya seorang anak yang saleh  mereka menjadikan sekutu bagi Allah dalam ( penciptaan ) anak yang telah Dia anugerahkan kepada mereka ."	Allah	http://www.wikidata.org/entity/Q2095353
1847	Sesungguhnya Allah tidak menyukai orang-orang yang melampaui batas .	Allah	http://www.wikidata.org/entity/Q2095353
1983	"Apabila orang-orang yang beriman pada ayat-ayat Kami datang kepadamu  katakanlah  "" Salāmun ' alaikum ( semoga keselamatan tercurah kepadamu ) . "" Tuhanmu telah menetapkan sifat kasih sayang pada diri-Nya  ( yaitu ) siapa yang berbuat kejahatan di antara kamu karena kejahilan ( kebodohan  kecerobohan  dorongan nafsu  amarah dan sebagainya )  kemudian dia bertobat setelah itu dan memperbaiki diri  maka sesungguhnya Dia Maha Pengampun lagi Maha Penyayang . Demikianlah Kami terangkan ayat-ayat Al-Qur'an secara terperinci ( agar terlihat jelas jalan kebenaran ) dan agar terlihat jelas ( pula ) jalan para pendurhaka ."	Al-Qur'an	http://www.wikidata.org/entity/Q428
795	"Tidakkah kamu memperhatikan orang yang mendebat Ibrahim mengenai Tuhannya karena Allah telah menganugerahkan kepadanya ( orang itu ) kerajaan ( kekuasaan )  ( yakni ) ketika Ibrahim berkata  "" Tuhankulah yang menghidupkan dan mematikan . "" ( Orang itu ) berkata  "" Aku ( pun ) dapat menghidupkan dan mematikan . "" Ibrahim berkata  "" Kalau begitu  sesungguhnya Allah menerbitkan matahari dari timur ."	Ibrahim	http://www.wikidata.org/entity/Q1768161
795	"Tidakkah kamu memperhatikan orang yang mendebat Ibrahim mengenai Tuhannya karena Allah telah menganugerahkan kepadanya ( orang itu ) kerajaan ( kekuasaan )  ( yakni ) ketika Ibrahim berkata  "" Tuhankulah yang menghidupkan dan mematikan . "" ( Orang itu ) berkata  "" Aku ( pun ) dapat menghidupkan dan mematikan . "" Ibrahim berkata  "" Kalau begitu  sesungguhnya Allah menerbitkan matahari dari timur ."	Allah	http://www.wikidata.org/entity/Q2095353
795	"Tidakkah kamu memperhatikan orang yang mendebat Ibrahim mengenai Tuhannya karena Allah telah menganugerahkan kepadanya ( orang itu ) kerajaan ( kekuasaan )  ( yakni ) ketika Ibrahim berkata  "" Tuhankulah yang menghidupkan dan mematikan . "" ( Orang itu ) berkata  "" Aku ( pun ) dapat menghidupkan dan mematikan . "" Ibrahim berkata  "" Kalau begitu  sesungguhnya Allah menerbitkan matahari dari timur ."	Ibrahim	http://www.wikidata.org/entity/Q1768161
795	"Tidakkah kamu memperhatikan orang yang mendebat Ibrahim mengenai Tuhannya karena Allah telah menganugerahkan kepadanya ( orang itu ) kerajaan ( kekuasaan )  ( yakni ) ketika Ibrahim berkata  "" Tuhankulah yang menghidupkan dan mematikan . "" ( Orang itu ) berkata  "" Aku ( pun ) dapat menghidupkan dan mematikan . "" Ibrahim berkata  "" Kalau begitu  sesungguhnya Allah menerbitkan matahari dari timur ."	yang menghidupkan dan mematikan	http://www.wikidata.org/entity/Q2095353
795	"Tidakkah kamu memperhatikan orang yang mendebat Ibrahim mengenai Tuhannya karena Allah telah menganugerahkan kepadanya ( orang itu ) kerajaan ( kekuasaan )  ( yakni ) ketika Ibrahim berkata  "" Tuhankulah yang menghidupkan dan mematikan . "" ( Orang itu ) berkata  "" Aku ( pun ) dapat menghidupkan dan mematikan . "" Ibrahim berkata  "" Kalau begitu  sesungguhnya Allah menerbitkan matahari dari timur ."	Ibrahim	http://www.wikidata.org/entity/Q1768161
795	"Tidakkah kamu memperhatikan orang yang mendebat Ibrahim mengenai Tuhannya karena Allah telah menganugerahkan kepadanya ( orang itu ) kerajaan ( kekuasaan )  ( yakni ) ketika Ibrahim berkata  "" Tuhankulah yang menghidupkan dan mematikan . "" ( Orang itu ) berkata  "" Aku ( pun ) dapat menghidupkan dan mematikan . "" Ibrahim berkata  "" Kalau begitu  sesungguhnya Allah menerbitkan matahari dari timur ."	Allah	http://www.wikidata.org/entity/Q2095353
795	"Tidakkah kamu memperhatikan orang yang mendebat Ibrahim mengenai Tuhannya karena Allah telah menganugerahkan kepadanya ( orang itu ) kerajaan ( kekuasaan )  ( yakni ) ketika Ibrahim berkata  "" Tuhankulah yang menghidupkan dan mematikan . "" ( Orang itu ) berkata  "" Aku ( pun ) dapat menghidupkan dan mematikan . "" Ibrahim berkata  "" Kalau begitu  sesungguhnya Allah menerbitkan matahari dari timur ."	matahari	http://www.wikidata.org/entity/Q525
2232	"Apabila mereka melakukan perbuatan keji  mereka berkata  "" Kami mendapati nenek moyang kami melakukan yang demikian dan Allah menyuruh kami mengerjakannya . "" Katakanlah ( Nabi Muhammad )  "" Sesungguhnya Allah tidak memerintahkan kekejian ."	Allah	http://www.wikidata.org/entity/Q2095353
2232	"Apabila mereka melakukan perbuatan keji  mereka berkata  "" Kami mendapati nenek moyang kami melakukan yang demikian dan Allah menyuruh kami mengerjakannya . "" Katakanlah ( Nabi Muhammad )  "" Sesungguhnya Allah tidak memerintahkan kekejian ."	Muhammad	http://www.wikidata.org/entity/Q9458
2232	"Apabila mereka melakukan perbuatan keji  mereka berkata  "" Kami mendapati nenek moyang kami melakukan yang demikian dan Allah menyuruh kami mengerjakannya . "" Katakanlah ( Nabi Muhammad )  "" Sesungguhnya Allah tidak memerintahkan kekejian ."	Allah	http://www.wikidata.org/entity/Q2095353
656	Allah Maha Pengampun lagi Maha Penyayang .	Allah	http://www.wikidata.org/entity/Q2095353
879	Akan tetapi  jika sebagian kamu memercayai sebagian yang lain  hendaklah yang dipercayai itu menunaikan amanatnya ( utangnya ) dan hendaklah dia bertakwa kepada Allah  Tuhannya .	Allah	http://www.wikidata.org/entity/Q2095353
2338	ada orang yang merasa aman dari siksa Allah  selain kaum yang rugi . Ataukah belum juga jelas bagi orang-orang yang mewarisi suatu negeri setelah ( lenyap ) penduduknya  bahwa seandainya Kami menghendaki  Kami benar-benar akan menimpakan ( siksa ) kepada mereka karena dosa-dosanya ? Kami	Allah	http://www.wikidata.org/entity/Q2095353
883	Jika kamu menyatakan apa yang ada di dalam hatimu atau kamu menyembunyikannya  niscaya Allah memperhitungkannya bagimu .	Allah	http://www.wikidata.org/entity/Q2095353
977	Sesungguhnya Allah itu Tuhanku dan Tuhanmu .	Allah	http://www.wikidata.org/entity/Q2095353
1538	Jika keduanya bercerai  Allah akan memberi kecukupan kepada masing-masing dari keluasan ( karunia ) - Nya .	Allah	http://www.wikidata.org/entity/Q2095353
2446	Sesungguhnya pada yang demikian itu benar-benar terdapat tanda-tanda ( kebesaran Allah ) bagi orang yang mengerti . ( Dia juga mengendalikan ) apa yang Dia ciptakan untukmu di bumi ini dengan berbagai jenis dan macam warnanya .	Allah	http://www.wikidata.org/entity/Q2095353
2446	Sesungguhnya pada yang demikian itu benar-benar terdapat tanda-tanda ( kebesaran Allah ) bagi orang yang mengerti . ( Dia juga mengendalikan ) apa yang Dia ciptakan untukmu di bumi ini dengan berbagai jenis dan macam warnanya .	bumi	http://www.wikidata.org/entity/Q2
1110	Sungguh  telah berlalu sebelum kamu sunah-sunah ( Allah ) .	Allah	http://www.wikidata.org/entity/Q2095353
1141	Oleh karena itu  Allah menimpakan kepadamu kesedihan demi kesedihan agar kamu tidak bersedih hati ( lagi ) terhadap apa yang luput dari kamu dan terhadap apa yang menimpamu .	Allah	http://www.wikidata.org/entity/Q2095353
1692	"Orang Yahudi dan orang Nasrani berkata  "" Kami adalah anak-anak Allah dan kekasih-kekasih-Nya . "" Katakanlah  "" ( Jika benar begitu  ) mengapa Allah menyiksa kamu karena dosa-dosamu ? Sebaliknya"	Orang Yahudi	http://www.wikidata.org/entity/Q7325
1692	"Orang Yahudi dan orang Nasrani berkata  "" Kami adalah anak-anak Allah dan kekasih-kekasih-Nya . "" Katakanlah  "" ( Jika benar begitu  ) mengapa Allah menyiksa kamu karena dosa-dosamu ? Sebaliknya"	orang Nasrani	http://www.wikidata.org/entity/Q106039
1692	"Orang Yahudi dan orang Nasrani berkata  "" Kami adalah anak-anak Allah dan kekasih-kekasih-Nya . "" Katakanlah  "" ( Jika benar begitu  ) mengapa Allah menyiksa kamu karena dosa-dosamu ? Sebaliknya"	Allah	http://www.wikidata.org/entity/Q2095353
1692	"Orang Yahudi dan orang Nasrani berkata  "" Kami adalah anak-anak Allah dan kekasih-kekasih-Nya . "" Katakanlah  "" ( Jika benar begitu  ) mengapa Allah menyiksa kamu karena dosa-dosamu ? Sebaliknya"	Allah	http://www.wikidata.org/entity/Q2095353
1214	Allah Mahakuasa atas segala sesuatu .	Allah	http://www.wikidata.org/entity/Q2095353
1731	menyiksa siapa yang Dia kehendaki dan mengampuni siapa yang Dia kehendaki . Allah Mahakuasa atas segala sesuatu .	Allah	http://www.wikidata.org/entity/Q2095353
680	Allah tidak menghukummu karena sumpahmu yang tidak kamu sengaja  tetapi Dia menghukummu karena sumpah yang diniatkan oleh hatimu .	Allah	http://www.wikidata.org/entity/Q2095353
1812	Sungguh  Kami benar-benar telah mengambil perjanjian dari Bani Israil dan telah mengutus rasul-rasul kepada mereka .	Bani Israil	http://www.wikidata.org/entity/Q2605404
1127	Mereka tidak ( menjadi ) lemah karena bencana yang menimpanya di jalan Allah  tidak patah semangat  dan tidak ( pula ) menyerah ( kepada musuh ) .	Allah	http://www.wikidata.org/entity/Q2095353
1517	"Aku benar-benar akan menyesatkan mereka  membangkitkan angan-angan kosong mereka  menyuruh mereka ( untuk memotong telinga-telinga binatang ternaknya ) hingga mereka benar-benar memotongnya  dan menyuruh mereka ( mengubah ciptaan Allah ) hingga benar-benar mengubahnya . "" Siapa yang menjadikan setan sebagai pelindung selain Allah sungguh telah menderita kerugian yang nyata . ( Setan ) memberikan janji-janji kepada mereka dan membangkitkan angan-angan kosong mereka ."	Allah	http://www.wikidata.org/entity/Q2095353
1517	"Aku benar-benar akan menyesatkan mereka  membangkitkan angan-angan kosong mereka  menyuruh mereka ( untuk memotong telinga-telinga binatang ternaknya ) hingga mereka benar-benar memotongnya  dan menyuruh mereka ( mengubah ciptaan Allah ) hingga benar-benar mengubahnya . "" Siapa yang menjadikan setan sebagai pelindung selain Allah sungguh telah menderita kerugian yang nyata . ( Setan ) memberikan janji-janji kepada mereka dan membangkitkan angan-angan kosong mereka ."	Allah	http://www.wikidata.org/entity/Q2095353
1828	"Allah Maha Mendengar lagi Maha Mengetahui . Katakanlah ( Nabi Muhammad )  "" Wahai Ahlulkitab  janganlah kamu berlebih-lebihan dalam ( urusan ) agamamu tanpa hak ."	Allah	http://www.wikidata.org/entity/Q2095353
1828	"Allah Maha Mendengar lagi Maha Mengetahui . Katakanlah ( Nabi Muhammad )  "" Wahai Ahlulkitab  janganlah kamu berlebih-lebihan dalam ( urusan ) agamamu tanpa hak ."	Muhammad	http://www.wikidata.org/entity/Q9458
1616	Hal itu bagi Allah ( sangat ) mudah .	Allah	http://www.wikidata.org/entity/Q2095353
825	Ketahuilah bahwa Allah Mahakaya lagi Maha Terpuji .	Allah	http://www.wikidata.org/entity/Q2095353
1573	Kecuali  orang-orang yang bertobat  memperbaiki diri  berpegang teguh pada ( agama ) Allah  dan dengan ikhlas ( menjalankan ) agama mereka karena Allah  mereka itu bersama orang-orang mukmin .	Allah	http://www.wikidata.org/entity/Q2095353
1573	Kecuali  orang-orang yang bertobat  memperbaiki diri  berpegang teguh pada ( agama ) Allah  dan dengan ikhlas ( menjalankan ) agama mereka karena Allah  mereka itu bersama orang-orang mukmin .	Allah	http://www.wikidata.org/entity/Q2095353
